Edad;HorasEstudioxDia;HoraDescansoxDia;HorasFrentePantalla;HorasGymxSemana;PorcAsistencia;NivelStress;Promedio;Categoria_Rendimiento
24;1.52;6.66;6.25;15.93;69.85;1;59.22;Medio
24;3.01;4.68;4.23;0.8;75.72;4.61;69.53;Medio
24;3.91;6.05;3.2;8.97;79.58;4.29;66.73;Medio
24;6.53;6.17;5.98;5.85;84;7.72;50.09;Medio
24;3.77;4.71;3.94;9.44;76.02;4.66;60.32;Medio
24;3.11;6.35;1.37;9.66;81.47;2.83;61.89;Medio
24;4.9;4.95;6.78;5.95;79.45;7.19;55.45;Medio
24;2.22;6.66;6.57;6.04;79.48;1.41;56.04;Medio
24;2.95;6.26;7.16;4.28;62.17;2.86;65.62;Medio
24;2.6;6.28;6.25;12.33;75.32;3.15;66.88;Medio
24;1.79;8.43;6.29;6.36;73.17;1.7;62.54;Medio
24;2.1;8.93;2.81;10.68;75.21;1;63.18;Medio
24;4.58;6.2;3.02;0;91.91;5.68;73.96;Medio
24;3.52;6.22;6.72;12.5;79.09;3.8;65.51;Medio
24;4.1;8.4;1.67;4.59;81.66;3.44;70.05;Medio
24;2.8;5.67;9.51;8.24;78.38;5.45;66.34;Medio
24;4.88;6.31;5.85;10.27;80.51;4.92;58.82;Medio
24;2.87;6.74;1.25;1.87;77.68;3.06;69.2;Medio
24;4.05;6.24;7.32;12.11;82.46;4.9;70.25;Medio
24;3.23;7.47;7.25;5.88;78.65;2.81;65.3;Medio
24;4.04;6.11;5.26;3.86;73.84;5.41;68.7;Medio
24;3.55;6.88;7.24;7.39;77.67;3.79;72.1;Medio
24;2.26;7.64;3.14;7.67;63.02;1.25;68.29;Medio
24;4.06;5.97;5.4;1.35;80.18;5.61;63.49;Medio
24;3.26;9.54;2.64;0;76.77;1;72.44;Medio
24;4.98;5.36;5.13;6.09;87.57;6.98;63.97;Medio
24;4.48;7.44;6.65;1.81;85.75;5.26;73.11;Medio
24;4.47;7.2;5.1;10.52;82.12;4.61;66.87;Medio
24;4.78;5.34;3.95;6.55;86.32;4.88;63.62;Medio
24;3.84;7.28;3.42;10.08;79.01;4.46;61.37;Medio
24;2.96;7.14;7.04;0;78.68;1.27;73.25;Medio
24;5.81;8.53;4.16;21;86.16;6.46;65.81;Medio
24;2.75;9.48;3.92;0;79.85;2.25;69.61;Medio
24;4.73;6.7;3.1;7.98;74.62;5.22;72.54;Medio
24;4.21;7.04;3.52;11.73;81.94;4.19;60.67;Medio
24;4.81;8.1;5.12;7.4;90.25;4.49;72.16;Medio
24;3.14;8.12;8.3;8.03;67.38;1;63.65;Alto
24;6.53;5.42;3.4;19.38;83.4;7.26;78.88;Alto
24;6.32;6.55;7.39;0;83.84;8.17;70.27;Alto
24;4.34;7.93;4.66;3.56;81.69;2.64;70.3;Alto
24;5.96;6.69;4.79;0;92.11;6.99;72.22;Alto
24;3.82;8.35;2.65;8.61;77.41;2.35;74.45;Alto
24;5.04;7.38;5.48;12.23;78.48;4.47;78.08;Alto
24;3.45;7.74;4.98;13.13;77.03;1.66;71.77;Alto
24;5.18;6.95;8.25;9.55;73.51;5.01;62.89;Alto
24;3.56;5.76;7.29;2.03;80.84;3.42;69.02;Alto
24;3.79;6.78;3.99;6.35;74.16;3.16;75.78;Alto
24;6.37;3.9;6.6;2.97;88.12;10;74.33;Alto
24;3.25;7.62;6.93;3.91;74.69;2.66;72.69;Alto
24;5.79;6.7;4.46;0;86.68;6.66;84.05;Alto
24;3.78;7.11;6.47;19.57;70.91;4.03;66.22;Alto
24;4.5;6.78;4.21;12.72;81.41;3.83;74.69;Alto
24;2.79;8.45;5.53;21;71.46;1.77;80.12;Alto
24;5.26;8;8.87;8.25;90.14;3.06;82.93;Alto
24;4.74;6.62;2.22;15.29;83.87;4.99;81.57;Alto
24;7.06;6.74;6.41;13.46;90.25;6.79;71.77;Alto
24;3.93;6.36;6;21;78.52;4.65;63.42;Alto
24;4.22;7.69;2.6;3.31;82.48;4.06;75.29;Alto
24;4.49;6.31;4;11.26;80.43;3.7;72.18;Alto
24;2.34;8.57;3.98;8.23;70.57;1;80.95;Alto
24;7.3;6.69;5.07;2.69;90.59;7.04;83.41;Alto
24;5.3;7.54;8.74;2.1;85.28;5.05;75.27;Alto
24;2.78;7.65;2.37;9.88;77.73;2.14;76.44;Alto
24;5.59;7.31;2.99;4.84;86.87;4.03;78.59;Alto
24;5.16;7.47;4.13;11.48;94.84;5.65;82.51;Alto
24;5.82;7.18;7.28;5.54;78.96;5.09;79.15;Alto
24;3.52;7.71;9.67;13.48;76.39;2;87.35;Alto
24;5.2;8.29;5.35;1.12;83.32;2.96;80.28;Alto
24;4.17;8;4.52;5.6;82.75;3.9;75.27;Alto
24;5.97;8.5;1;5.14;91.87;5.6;75.52;Alto
24;6.43;7.1;3.18;0;83.72;7;81.08;Alto
24;5.8;7.33;7.63;13.67;89.31;5.22;81.38;Alto
24;5.72;8.76;2.62;11.52;92.34;3.58;79.17;Alto
24;4.61;8.36;3.71;7.73;85.51;2.69;79.38;Alto
24;4.4;8.11;2.23;8.91;83.27;2.38;77.07;Alto
24;8.01;6.77;7.07;1.8;98.26;6.48;85.31;Alto
24;5.54;9.41;4.7;7.5;87.76;1.91;77.77;Alto
24;5.41;7.66;5.62;0.21;87.03;2.03;87.09;Alto
24;4.64;8.34;3.28;3.59;76.75;1;84.53;Alto
25;0.5;4.51;5.73;2.89;61.36;1.38;40.9;Bajo
25;3.98;3;5.4;6.98;88.11;8.74;42.3;Bajo
25;3.46;3.85;5.22;10.8;79.41;8.7;43.19;Bajo
25;1.05;5.37;5.76;0;74.63;3.32;43.38;Bajo
25;5.02;4.91;5.81;10.32;92.5;9.66;48.89;Bajo
25;2.35;7;7.95;11.44;70.23;3.32;41.32;Bajo
25;0.5;5.76;1;5.19;57.37;2.63;59.48;Bajo
25;4.84;4.07;5.87;13.97;74.98;9.14;48.99;Bajo
25;4.43;5.65;8.15;17.88;80.68;7.19;57.25;Bajo
25;2.06;5.68;9.02;8.38;75.36;3.81;44.24;Bajo
25;4.22;4.98;6.29;13.21;85.77;7.89;55.72;Bajo
25;3.6;5.21;8.59;8.07;78.19;5.14;60.37;Bajo
25;3.18;6.05;3.49;10.07;65.47;3.81;53.3;Bajo
25;3.79;4.82;8.33;10.44;77.34;7.84;58.03;Bajo
25;3.68;6.6;4.01;8.36;76.05;3.66;51.32;Bajo
25;0.98;6.51;7.17;3.54;60.81;1.51;49.53;Bajo
25;2.7;5.95;6.27;0;68.52;3.21;61.11;Bajo
25;2.39;6.92;6.11;9.82;85.36;2.95;52.73;Bajo
25;3.31;4.81;5.33;0.57;74.07;5.74;58.41;Bajo
25;2.67;5.74;5.84;4.24;75.21;2.73;65.9;Bajo
25;1.71;5.21;5.58;10.45;65.24;2.76;63.19;Bajo
25;2.89;5.69;8.39;9.94;71.46;4.53;58.05;Bajo
25;2.02;4.82;7;6.31;66.29;4.57;62.1;Bajo
25;6.03;4.38;5.9;2.52;93.85;8.56;56.21;Bajo
25;3.97;5.19;7.29;8.36;89.47;7.17;62.65;Bajo
25;2.07;5.34;5.11;5.45;75.29;4.03;48.83;Bajo
25;0.76;6.91;7.56;4.37;66.66;2.21;57.32;Bajo
25;2.59;5.82;4.1;3.47;70.36;4.87;63.43;Bajo
25;4.1;5.19;5.44;4.87;71.86;4.13;57.11;Bajo
25;3.11;6.02;4.87;0;73.91;3.91;61.34;Bajo
25;1.93;8.32;5.22;9.07;65.67;1;60.57;Bajo
25;2.79;5.55;3.34;6.74;65.19;5.21;64.62;Bajo
25;5.92;6.13;6.13;8.74;89.51;8.39;59.25;Bajo
25;2.22;4.77;5.96;6.49;77.51;3.32;65.75;Bajo
25;3.98;6.62;4.62;10.96;84.52;3.76;59.88;Bajo
25;1.65;6.33;5.92;8.67;70.67;2.95;56.02;Bajo
25;3.58;6.24;5.45;2.44;72.55;4.48;57.88;Bajo
25;4.23;5.02;5.91;5.1;80.9;5.69;61.22;Bajo
25;3.75;6.64;1.76;5.6;74.74;4.19;57.82;Bajo
25;2.72;6.77;4.34;6.23;76.21;3.96;57.39;Bajo
25;3.97;3.71;2.51;5.8;85.02;6.65;63.98;Medio
25;5.64;4.74;4.45;0;85.31;7.79;62.19;Medio
25;5.6;5.84;2.99;7.99;84.87;5.59;58.32;Medio
25;3.63;7.58;3.87;4.5;79.48;1.34;70.47;Medio
25;0.5;7.2;3.89;2.2;67.39;1;68.34;Medio
25;1.78;6.84;4.23;1.6;69.67;3.36;65.22;Medio
25;1.59;6.74;2.72;3.26;66.4;1.38;57.77;Medio
25;5.4;6.91;3.74;5.5;84.5;6.84;69.61;Medio
25;4.39;6.15;6.81;9.01;85.55;4.82;64.99;Medio
25;4.28;7.51;5.11;7.32;83.66;4.83;64.97;Medio
25;2.99;5.87;4.06;3.96;68.94;3.2;60.84;Medio
25;3.1;7.21;1;8.3;76.55;2.26;55.87;Medio
25;2.86;6.45;5.24;0;72.63;4.23;58.28;Medio
25;4.84;6.26;7.9;7.13;82.01;5.41;72.95;Medio
25;5.52;6.91;3.75;8.51;88.57;6.58;65.84;Medio
25;1.75;7.77;6.26;6.55;70.24;1;72.16;Medio
25;4.55;6.01;4.59;8.41;79.71;5.4;65.98;Medio
25;3.46;5.52;6.47;14.9;82.58;5.8;59.86;Medio
25;6.1;6.66;7.66;5.89;87.33;7.35;58.78;Medio
25;4.87;5.97;5.02;0;82.96;6.55;60.92;Medio
25;3.89;5.5;6.58;1.47;93.45;4.27;77.29;Medio
25;1.96;8.14;6.89;4.85;66.63;1;65.64;Medio
25;5.22;6.54;1;6.84;92.27;5.02;59.79;Medio
25;2.42;8.85;4.82;6.83;64.75;1.15;70.59;Medio
25;3.54;7.41;6;1.59;75.76;5.51;68.47;Medio
25;4.27;7.34;7.36;1.32;77.51;4.51;69.71;Medio
25;4.2;8.06;5.64;8.3;83.69;4.96;60.53;Medio
25;4.74;6.51;7.23;0;95.93;4.42;74.16;Alto
25;5.81;6.89;3.8;0;89.43;6.46;68.79;Alto
25;4.86;8.25;2.29;7.22;79.39;2.46;62.64;Alto
25;4.79;8.03;3.58;0;85.34;3.04;81.85;Alto
25;2.31;7.53;7.97;3.4;68.18;1.66;83.58;Alto
25;4.34;5.5;7.89;5.17;75.68;4.91;66.15;Alto
25;5.15;5.34;2.83;12.23;80.69;4.62;73.41;Alto
25;3.89;6.7;4.38;7.88;82.01;4.25;73.96;Alto
25;5.68;6.92;7.79;5.07;88.16;6.47;69.4;Alto
25;3.59;6.93;5.82;0;88.86;2.64;62.11;Alto
25;5.5;7.09;5.85;0;83.55;4.26;75.33;Alto
25;4.79;7.28;3.04;5.65;83.63;5.01;68.11;Alto
25;5.9;6.66;4.22;3.83;94.38;6.48;72.67;Alto
25;4.28;8.43;4.64;0;74.57;2.8;80.52;Alto
25;4.11;8.24;5.81;1.04;86.51;2.72;69.23;Alto
25;3.87;6.67;4.84;8.4;76.97;2.3;77.87;Alto
25;4.07;7.85;4.06;0.3;78.99;3.1;76.02;Alto
25;2.48;8.12;3.36;6.28;71.41;1.49;74.1;Alto
25;4.36;6.81;5.09;8.43;75.12;4.58;66.26;Alto
25;5.21;7.46;7.54;10.21;90;4.55;74.9;Alto
25;6.15;8.03;7.9;11.72;83.58;3.73;75.99;Alto
25;5.61;7.02;6.6;9.14;86.02;6.17;77.54;Alto
25;3.83;8.75;1.78;0;79.31;3.74;77.44;Alto
25;5.61;6.91;5.67;9.01;94.15;6.07;65.13;Alto
25;5.79;6.49;4.93;0;84.81;6.06;69.88;Alto
25;4.65;6.51;3.11;3.22;81.38;4.16;80.39;Alto
25;5.31;6.39;4.25;8.98;87.54;5.21;78.24;Alto
25;4.8;8.21;7.01;0;86.98;3.78;80.11;Alto
25;4.93;8.49;6.25;12.51;86.13;3.21;87.54;Alto
25;6.79;6;3.2;8.15;100;6.79;78.69;Alto
25;4.79;6.82;6.57;13.79;88.02;4.07;79.75;Alto
25;6.59;8.14;6.44;16.02;94.92;5.13;91.75;Alto
25;7.7;6.21;4.73;0;94.68;8.38;84.36;Alto
25;4.87;8.25;4.95;0;88.87;2.3;85.85;Alto
25;5.18;9.13;7.92;7.85;87.13;2.53;85.8;Alto
